,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT,AAPL,AMZN,BA,GOOGL,MSFT,UBER,WMT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-03,192.4600067138672,130.22000122070312,210.9199981689453,119.9000015258789,337.989990234375,43.09000015258789,158.1999969482422,192.4600067138672,130.22000122070312,210.9199981689453,119.9000015258789,337.989990234375,43.09000015258789,158.1999969482422,193.8800048828125,131.85000610351562,212.1699981689453,120.19000244140625,340.8999938964844,43.400001525878906,158.44000244140625,191.75999450683594,130.07000732421875,210.24000549316406,118.81999969482422,336.57000732421875,42.58000183105469,156.3300018310547,193.77999877929688,130.82000732421875,210.5,119.23999786376953,339.19000244140625,43.16999816894531,156.80999755859375,31458200,28264800,2143000,14467900,12508700,7578100,2882500
2023-07-05,191.3300018310547,130.3800048828125,213.30999755859375,121.75,338.1499938964844,43.65999984741211,158.11000061035156,191.3300018310547,130.3800048828125,213.30999755859375,121.75,338.1499938964844,43.65999984741211,158.11000061035156,192.97999572753906,131.39999389648438,214.27999877929688,122.61000061035156,341.6499938964844,43.880001068115234,159.1199951171875,190.6199951171875,129.63999938964844,207.88999938964844,119.2300033569336,334.7300109863281,42.88999938964844,157.33999633789062,191.57000732421875,130.24000549316406,210.0,119.23999786376953,335.0899963378906,42.88999938964844,158.16000366210938,46920300,35895400,4921000,27584800,18172400,15730400,5861800
2023-07-06,191.80999755859375,128.36000061035156,212.6199951171875,120.11000061035156,341.2699890136719,42.11000061035156,157.11000061035156,191.80999755859375,128.36000061035156,212.6199951171875,120.11000061035156,341.2699890136719,42.11000061035156,157.11000061035156,192.02000427246094,128.72999572753906,213.61000061035156,120.30000305175781,342.989990234375,43.0,158.17999267578125,189.1999969482422,127.37000274658203,209.5800018310547,118.4000015258789,335.5,41.869998931884766,156.8699951171875,189.83999633789062,128.25,212.47999572753906,119.80000305175781,337.29998779296875,42.9900016784668,157.92999267578125,45094300,40639900,4674700,24745200,28161200,17983600,4809000
2023-07-07,190.67999267578125,129.77999877929688,212.10000610351562,119.4800033569336,337.2200012207031,42.90999984741211,153.49000549316406,190.67999267578125,129.77999877929688,212.10000610351562,119.4800033569336,337.2200012207031,42.90999984741211,153.49000549316406,192.6699981689453,130.97000122070312,215.66000366210938,121.05000305175781,341.7900085449219,43.119998931884766,156.2899932861328,190.24000549316406,128.1300048828125,211.8300018310547,119.4000015258789,337.0,41.941001892089844,153.4499969482422,191.41000366210938,128.58999633789062,212.94000244140625,120.0999984741211,339.32000732421875,42.06999969482422,155.80999755859375,46778000,41928700,4891200,21692600,21185300,14931300,6588700
2023-07-10,188.61000061035156,127.12999725341797,213.30999755859375,116.44999694824219,331.8299865722656,42.779998779296875,154.8800048828125,188.61000061035156,127.12999725341797,213.30999755859375,116.44999694824219,331.8299865722656,42.779998779296875,154.8800048828125,189.99000549316406,129.27999877929688,213.58999633789062,118.30999755859375,335.2300109863281,43.20000076293945,155.5,187.0399932861328,125.91999816894531,211.22000122070312,116.13999938964844,327.5899963378906,42.439998626708984,154.32000732421875,189.25999450683594,129.07000732421875,211.83999633789062,118.30000305175781,334.6000061035156,42.58000183105469,154.55999755859375,59922200,61889300,3497100,35315200,32791400,15821800,4322600
2023-07-11,188.0800018310547,128.77999877929688,218.75999450683594,117.13999938964844,332.4700012207031,44.36000061035156,154.64999389648438,188.0800018310547,128.77999877929688,218.75999450683594,117.13999938964844,332.4700012207031,44.36000061035156,154.64999389648438,189.3000030517578,129.77000427246094,218.97999572753906,117.70999908447266,332.8599853515625,44.66999816894531,155.50999450683594,186.60000610351562,127.3499984741211,211.35000610351562,115.3499984741211,327.0,41.74599838256836,153.86000061035156,189.16000366210938,127.75,212.9199981689453,116.29000091552734,331.05999755859375,42.099998474121094,154.77000427246094,46638100,49951500,7458400,23078800,26698200,32165000,3821100
2023-07-12,189.77000427246094,130.8000030517578,217.11000061035156,118.93000030517578,337.20001220703125,44.52000045776367,155.0399932861328,189.77000427246094,130.8000030517578,217.11000061035156,118.93000030517578,337.20001220703125,44.52000045776367,155.0399932861328,191.6999969482422,131.25999450683594,221.55999755859375,120.33000183105469,341.6499938964844,45.220001220703125,155.88999938964844,188.47000122070312,128.8300018310547,216.9199981689453,118.41000366210938,335.6700134277344,43.970001220703125,154.82000732421875,189.67999267578125,130.30999755859375,219.50999450683594,118.80000305175781,336.6000061035156,45.0,155.30999755859375,60750200,54022800,5123200,30404400,29995300,21830100,5503300
2023-07-13,190.5399932861328,134.3000030517578,216.85000610351562,124.54000091552734,342.6600036621094,45.63999938964844,154.1300048828125,190.5399932861328,134.3000030517578,216.85000610351562,124.54000091552734,342.6600036621094,45.63999938964844,154.1300048828125,191.19000244140625,134.6699981689453,218.89999389648438,124.83000183105469,343.739990234375,45.935001373291016,155.60000610351562,189.77999877929688,132.7100067138672,216.3000030517578,120.44999694824219,339.0199890136719,44.62200164794922,153.69000244140625,190.5,134.0399932861328,218.1300048828125,120.93000030517578,339.55999755859375,45.209999084472656,155.42999267578125,41342300,61170900,4291700,44297900,20567200,21193200,3953200
